F-At1,F-At2,F-At3,F-At4,F-At5,F-At6,F-At7,F-At8,F-At9,F-At10,F-At11,F-At12,F-At13,F-At14,F-At15,F-At16,A-Actual,Predicted,P-L8,P-L2,P-L1,P-L4,P-L6,P-L0,P-L5,P-L9,P-L7,P-L3,pred_nb,pred_3nn,pred2_nn
100.0,94.0,90.0,100.0,45.0,89.0,24.0,59.0,66.0,47.0,85.0,20.0,47.0,3.0,0.0,0.0,L5,L9,0.003,0.012,0.004,0.006999999999999999,0.267,0.001,0.0,0.643,0.027000000000000003,0.036000000000000004,L3,L5,L5
0.0,82.0,30.0,100.0,64.0,78.0,50.0,38.0,55.0,0.0,25.0,35.0,46.0,46.0,100.0,44.0,L7,L5,0.016,0.07,0.174,0.037000000000000005,0.001,0.002,0.561,0.0,0.139,0.0,L8,L1,L1
0.0,64.0,43.0,73.0,79.0,91.0,100.0,100.0,92.0,75.0,84.0,49.0,78.0,23.0,74.0,0.0,L1,L1,0.001,0.013000000000000001,0.953,0.006999999999999999,0.0,0.001,0.006,0.017,0.001,0.003,L1,L1,L1
15.0,80.0,0.0,48.0,45.0,31.0,51.0,0.0,30.0,36.0,13.0,76.0,46.0,100.0,100.0,99.0,L5,L5,0.06,0.009000000000000001,0.002,0.004,0.0,0.054000000000000006,0.8640000000000001,0.0,0.006,0.0,L5,L5,L5
36.0,100.0,0.0,61.0,28.0,34.0,98.0,35.0,100.0,71.0,71.0,90.0,66.0,45.0,60.0,0.0,L4,L4,0.002,0.006999999999999999,0.001,0.9279999999999999,0.0,0.034,0.002,0.019,0.0,0.006999999999999999,L4,L4,L4
32.0,74.0,61.0,100.0,59.0,82.0,53.0,36.0,35.0,1.0,0.0,0.0,50.0,3.0,100.0,1.0,L1,L2,0.002,0.47,0.462,0.0,0.0,0.0,0.004,0.001,0.06,0.002,L2,L2,L1
100.0,100.0,54.0,90.0,22.0,61.0,0.0,31.0,3.0,0.0,58.0,6.0,62.0,35.0,4.0,33.0,L6,L6,0.006,0.015,0.0,0.0,0.965,0.0,0.001,0.001,0.012,0.0,L6,L6,L6
62.0,83.0,27.0,69.0,70.0,26.0,47.0,0.0,0.0,34.0,63.0,66.0,100.0,98.0,19.0,100.0,L8,L0,0.285,0.001,0.0,0.0,0.02,0.634,0.031,0.001,0.027999999999999997,0.0,L8,L8,L8
100.0,100.0,73.0,94.0,48.0,66.0,30.0,35.0,35.0,2.0,74.0,0.0,44.0,15.0,0.0,14.0,L6,L6,0.004,0.016,0.0,0.0,0.961,0.0,0.0,0.0,0.017,0.0,L6,L6,L6
15.0,55.0,0.0,35.0,15.0,1.0,54.0,0.0,88.0,19.0,100.0,53.0,80.0,85.0,45.0,100.0,L0,L0,0.004,0.0,0.0,0.001,0.001,0.917,0.026000000000000002,0.0,0.052000000000000005,0.0,L0,L0,L0
0.0,55.0,27.0,75.0,60.0,93.0,100.0,100.0,100.0,74.0,89.0,50.0,75.0,25.0,64.0,0.0,L1,L1,0.001,0.002,0.9,0.039,0.0,0.006999999999999999,0.006,0.040999999999999995,0.0,0.005,L1,L1,L1
23.0,87.0,57.0,100.0,66.0,72.0,56.0,60.0,98.0,40.0,100.0,8.0,46.0,0.0,0.0,15.0,L3,L3,0.0,0.001,0.001,0.009000000000000001,0.003,0.001,0.0,0.001,0.017,0.968,L3,L3,L3
10.0,86.0,0.0,97.0,50.0,99.0,100.0,100.0,79.0,78.0,63.0,53.0,50.0,26.0,47.0,0.0,L7,L4,0.0,0.035,0.017,0.777,0.0,0.002,0.002,0.018000000000000002,0.0,0.149,L1,L3,L3
42.0,70.0,54.0,100.0,85.0,91.0,63.0,60.0,32.0,33.0,0.0,7.0,47.0,0.0,100.0,2.0,L2,L2,0.003,0.764,0.213,0.0,0.0,0.0,0.002,0.004,0.013999999999999999,0.001,L2,L2,L1
3.0,97.0,39.0,100.0,100.0,79.0,63.0,39.0,27.0,0.0,76.0,7.0,92.0,33.0,0.0,35.0,L7,L3,0.0,0.021,0.0,0.0,0.27399999999999997,0.002,0.006,0.0,0.17,0.527,L8,L7,L7
20.0,82.0,11.0,97.0,93.0,100.0,100.0,76.0,61.0,52.0,11.0,30.0,0.0,7.0,85.0,0.0,L2,L2,0.001,0.773,0.149,0.036000000000000004,0.0,0.0,0.005,0.001,0.006999999999999999,0.027000000000000003,L1,L1,L2
52.0,100.0,0.0,83.0,16.0,60.0,85.0,55.0,100.0,72.0,66.0,54.0,43.0,27.0,20.0,0.0,L4,L4,0.001,0.013999999999999999,0.001,0.889,0.002,0.004,0.0,0.043,0.0,0.046,L4,L4,L4
100.0,85.0,73.0,84.0,3.0,63.0,8.0,91.0,82.0,100.0,79.0,65.0,36.0,32.0,0.0,0.0,L9,L9,0.001,0.001,0.28300000000000003,0.147,0.001,0.001,0.0,0.5660000000000001,0.0,0.0,L5,L9,L9
91.0,100.0,38.0,97.0,6.0,65.0,0.0,28.0,44.0,3.0,100.0,15.0,50.0,24.0,3.0,0.0,L6,L6,0.002,0.026000000000000002,0.0,0.008,0.95,0.002,0.001,0.0,0.006999999999999999,0.004,L6,L6,L6
46.0,100.0,16.0,86.0,0.0,42.0,100.0,52.0,68.0,79.0,54.0,98.0,56.0,49.0,61.0,0.0,L4,L4,0.028999999999999998,0.017,0.0,0.7659999999999999,0.001,0.016,0.0,0.17,0.0,0.0,L4,L4,L4
0.0,100.0,66.0,99.0,86.0,79.0,64.0,40.0,44.0,0.0,9.0,20.0,33.0,44.0,100.0,47.0,L7,L7,0.005,0.045,0.006999999999999999,0.0,0.001,0.0,0.059000000000000004,0.0,0.882,0.001,L8,L7,L7
0.0,38.0,29.0,61.0,63.0,80.0,95.0,100.0,100.0,87.0,81.0,59.0,62.0,29.0,47.0,0.0,L1,L1,0.001,0.002,0.951,0.01,0.0,0.004,0.006999999999999999,0.023,0.0,0.003,L1,L1,L1
0.0,100.0,64.0,98.0,100.0,80.0,55.0,41.0,14.0,0.0,2.0,5.0,20.0,30.0,86.0,36.0,L7,L7,0.004,0.259,0.001,0.0,0.019,0.0,0.04,0.0,0.677,0.001,L8,L7,L7
32.0,100.0,0.0,72.0,1.0,39.0,50.0,32.0,100.0,35.0,87.0,59.0,77.0,32.0,58.0,0.0,L4,L4,0.0,0.005,0.0,0.963,0.005,0.018000000000000002,0.002,0.001,0.0,0.006,L4,L4,L4
69.0,97.0,37.0,54.0,57.0,0.0,0.0,4.0,30.0,46.0,100.0,66.0,84.0,100.0,12.0,94.0,L8,L0,0.024,0.0,0.0,0.001,0.10800000000000001,0.841,0.013999999999999999,0.0,0.013000000000000001,0.0,L8,L0,L0
60.0,92.0,100.0,100.0,64.0,98.0,32.0,72.0,66.0,60.0,76.0,29.0,40.0,7.0,0.0,0.0,L5,L9,0.001,0.005,0.034,0.013999999999999999,0.062,0.001,0.0,0.752,0.028999999999999998,0.102,L3,L5,L5
0.0,85.0,38.0,100.0,88.0,94.0,86.0,67.0,64.0,41.0,100.0,21.0,82.0,0.0,30.0,1.0,L3,L3,0.0,0.028999999999999998,0.001,0.004,0.001,0.0,0.0,0.0,0.013999999999999999,0.95,L1,L3,L3
31.0,84.0,67.0,50.0,68.0,2.0,0.0,0.0,37.0,40.0,100.0,70.0,70.0,100.0,2.0,82.0,L8,L0,0.004,0.0,0.0,0.001,0.036000000000000004,0.895,0.045,0.0,0.019,0.0,L5,L0,L0
65.0,100.0,22.0,75.0,0.0,36.0,22.0,0.0,73.0,8.0,100.0,45.0,84.0,86.0,37.0,99.0,L0,L0,0.025,0.0,0.0,0.003,0.035,0.9129999999999999,0.006,0.0,0.018000000000000002,0.0,L0,L0,L0
44.0,69.0,70.0,100.0,89.0,75.0,59.0,40.0,19.0,14.0,0.0,13.0,51.0,11.0,100.0,0.0,L2,L2,0.005,0.903,0.057999999999999996,0.0,0.0,0.0,0.005,0.001,0.027000000000000003,0.0,L2,L2,L2
54.0,92.0,100.0,100.0,56.0,89.0,18.0,66.0,48.0,52.0,82.0,34.0,49.0,8.0,0.0,0.0,L5,L9,0.002,0.015,0.015,0.019,0.242,0.001,0.0,0.501,0.043,0.162,L3,L5,L5
27.0,73.0,15.0,37.0,41.0,0.0,81.0,7.0,100.0,50.0,78.0,92.0,37.0,100.0,0.0,77.0,L0,L0,0.008,0.0,0.0,0.003,0.001,0.948,0.021,0.0,0.019,0.0,L0,L0,L0
91.0,95.0,43.0,100.0,25.0,65.0,72.0,59.0,100.0,64.0,92.0,23.0,52.0,0.0,0.0,8.0,L9,L9,0.002,0.01,0.0,0.05,0.012,0.002,0.0,0.8420000000000001,0.006,0.075,L9,L9,L5
46.0,90.0,100.0,99.0,100.0,100.0,46.0,94.0,12.0,69.0,53.0,40.0,50.0,6.0,0.0,0.0,L5,L2,0.003,0.408,0.03,0.003,0.043,0.0,0.001,0.141,0.128,0.243,L3,L5,L5
14.0,71.0,29.0,100.0,66.0,76.0,50.0,35.0,11.0,7.0,0.0,15.0,50.0,8.0,100.0,0.0,L2,L2,0.002,0.948,0.005,0.002,0.004,0.0,0.024,0.0,0.012,0.002,L2,L2,L2
0.0,95.0,53.0,100.0,81.0,67.0,61.0,24.0,49.0,0.0,7.0,29.0,42.0,42.0,100.0,43.0,L7,L7,0.01,0.142,0.008,0.002,0.002,0.0,0.172,0.0,0.6629999999999999,0.0,L8,L7,L7
64.0,100.0,22.0,69.0,55.0,35.0,16.0,0.0,0.0,16.0,12.0,63.0,42.0,97.0,100.0,96.0,L5,L8,0.48100000000000004,0.163,0.0,0.002,0.013000000000000001,0.001,0.33299999999999996,0.0,0.006999999999999999,0.0,L5,L5,L5
73.0,90.0,24.0,77.0,0.0,39.0,20.0,0.0,73.0,2.0,100.0,40.0,97.0,81.0,52.0,100.0,L0,L0,0.051,0.0,0.0,0.003,0.044000000000000004,0.8740000000000001,0.004,0.001,0.022000000000000002,0.0,L8,L0,L0
100.0,100.0,59.0,94.0,55.0,69.0,87.0,93.0,91.0,63.0,76.0,25.0,43.0,1.0,0.0,0.0,L9,L9,0.002,0.013000000000000001,0.001,0.006999999999999999,0.01,0.0,0.0,0.943,0.005,0.018000000000000002,L3,L9,L9
76.0,81.0,0.0,82.0,57.0,42.0,91.0,0.0,19.0,17.0,78.0,57.0,100.0,100.0,20.0,84.0,L8,L0,0.43700000000000006,0.003,0.0,0.001,0.066,0.461,0.015,0.003,0.013999999999999999,0.0,L8,L0,L8
61.0,100.0,21.0,76.0,0.0,44.0,10.0,10.0,60.0,0.0,98.0,23.0,100.0,58.0,79.0,90.0,L0,L0,0.049,0.0,0.0,0.005,0.115,0.812,0.003,0.001,0.015,0.0,L8,L6,L0
100.0,98.0,66.0,100.0,30.0,90.0,17.0,60.0,48.0,48.0,64.0,17.0,34.0,0.0,0.0,6.0,L5,L6,0.002,0.013000000000000001,0.0,0.002,0.948,0.0,0.0,0.028999999999999998,0.005,0.002,L3,L5,L5
16.0,91.0,0.0,49.0,61.0,55.0,54.0,2.0,14.0,0.0,0.0,57.0,33.0,96.0,100.0,100.0,L5,L5,0.028999999999999998,0.016,0.001,0.001,0.001,0.012,0.903,0.0,0.036000000000000004,0.0,L8,L5,L5
39.0,96.0,63.0,100.0,52.0,43.0,28.0,0.0,0.0,4.0,33.0,15.0,66.0,0.0,100.0,0.0,L2,L2,0.003,0.884,0.0,0.002,0.07400000000000001,0.0,0.023,0.0,0.012,0.002,L2,L2,L2
0.0,63.0,30.0,50.0,64.0,20.0,50.0,0.0,23.0,35.0,16.0,73.0,53.0,96.0,100.0,100.0,L5,L5,0.05,0.004,0.003,0.001,0.0,0.09,0.8290000000000001,0.0,0.022000000000000002,0.0,L8,L5,L5
0.0,86.0,31.0,100.0,65.0,78.0,59.0,36.0,44.0,0.0,21.0,37.0,54.0,46.0,100.0,55.0,L7,L5,0.038,0.185,0.01,0.013000000000000001,0.001,0.002,0.5760000000000001,0.0,0.17600000000000002,0.0,L8,L2,L1
54.0,82.0,26.0,63.0,100.0,76.0,28.0,100.0,61.0,50.0,0.0,36.0,49.0,0.0,55.0,54.0,L8,L1,0.0,0.11900000000000001,0.599,0.0,0.0,0.0,0.009000000000000001,0.0,0.047,0.225,L5,L1,L1
100.0,100.0,39.0,93.0,43.0,59.0,70.0,25.0,32.0,0.0,0.0,24.0,34.0,56.0,79.0,84.0,L8,L8,0.8440000000000001,0.046,0.0,0.0,0.027999999999999997,0.001,0.027000000000000003,0.001,0.054000000000000006,0.0,L8,L8,L8
0.0,92.0,46.0,100.0,82.0,76.0,70.0,38.0,50.0,0.0,31.0,10.0,48.0,34.0,100.0,36.0,L7,L7,0.003,0.21899999999999997,0.006999999999999999,0.001,0.001,0.0,0.031,0.0,0.732,0.006,L8,L1,L1
0.0,50.0,45.0,70.0,80.0,92.0,100.0,100.0,80.0,75.0,59.0,50.0,52.0,25.0,52.0,0.0,L1,L1,0.0,0.008,0.973,0.003,0.0,0.0,0.009000000000000001,0.005,0.001,0.001,L1,L1,L1
38.0,100.0,1.0,75.0,0.0,29.0,36.0,0.0,80.0,14.0,100.0,56.0,79.0,97.0,37.0,94.0,L0,L0,0.009000000000000001,0.0,0.0,0.006,0.008,0.961,0.01,0.0,0.006,0.0,L0,L0,L0
35.0,69.0,55.0,100.0,87.0,81.0,70.0,44.0,34.0,17.0,0.0,4.0,50.0,5.0,100.0,0.0,L2,L2,0.002,0.813,0.15,0.0,0.0,0.0,0.002,0.002,0.03,0.001,L2,L2,L1
77.0,100.0,48.0,60.0,0.0,32.0,50.0,40.0,100.0,49.0,91.0,86.0,70.0,43.0,52.0,0.0,L4,L4,0.006999999999999999,0.004,0.002,0.8390000000000001,0.004,0.04,0.0,0.10300000000000001,0.0,0.001,L4,L9,L4
21.0,100.0,13.0,70.0,0.0,38.0,6.0,17.0,73.0,20.0,100.0,28.0,62.0,32.0,56.0,0.0,L4,L4,0.0,0.001,0.001,0.495,0.331,0.046,0.005,0.0,0.001,0.11900000000000001,L5,L4,L4
0.0,97.0,41.0,100.0,59.0,52.0,45.0,0.0,17.0,9.0,5.0,45.0,52.0,44.0,100.0,39.0,L7,L2,0.026000000000000002,0.67,0.0,0.004,0.01,0.0,0.27399999999999997,0.0,0.017,0.0,L5,L2,L2
98.0,100.0,31.0,97.0,48.0,60.0,72.0,23.0,16.0,0.0,0.0,30.0,47.0,62.0,100.0,92.0,L8,L8,0.823,0.109,0.0,0.0,0.006,0.001,0.040999999999999995,0.001,0.02,0.0,L8,L8,L8
42.0,63.0,100.0,85.0,54.0,100.0,42.0,62.0,62.0,22.0,0.0,0.0,0.0,27.0,73.0,51.0,L8,L1,0.005,0.0,0.64,0.0,0.0,0.0,0.004,0.001,0.35,0.0,L8,L1,L7
89.0,79.0,48.0,100.0,21.0,71.0,51.0,34.0,40.0,0.0,0.0,18.0,49.0,47.0,100.0,77.0,L8,L8,0.9309999999999999,0.011000000000000001,0.0,0.0,0.006,0.001,0.019,0.004,0.027000000000000003,0.0,L8,L8,L8
100.0,100.0,65.0,75.0,36.0,47.0,20.0,17.0,51.0,0.0,96.0,21.0,54.0,34.0,0.0,22.0,L6,L6,0.004,0.015,0.0,0.002,0.953,0.003,0.001,0.0,0.021,0.001,L6,L6,L6
0.0,62.0,38.0,79.0,77.0,97.0,100.0,100.0,84.0,75.0,64.0,51.0,52.0,26.0,56.0,0.0,L1,L1,0.0,0.015,0.9520000000000001,0.013999999999999999,0.0,0.0,0.01,0.005,0.001,0.004,L1,L1,L1
51.0,100.0,17.0,70.0,0.0,32.0,19.0,0.0,69.0,10.0,100.0,42.0,90.0,79.0,45.0,97.0,L0,L0,0.01,0.0,0.0,0.003,0.019,0.951,0.006,0.0,0.01,0.0,L8,L0,L0
0.0,96.0,26.0,100.0,76.0,100.0,100.0,99.0,64.0,80.0,47.0,54.0,40.0,26.0,39.0,0.0,L7,L2,0.0,0.557,0.016,0.11,0.0,0.0,0.003,0.001,0.001,0.311,L1,L3,L3
33.0,100.0,15.0,85.0,0.0,40.0,13.0,0.0,46.0,3.0,76.0,25.0,100.0,61.0,84.0,95.0,L0,L0,0.028999999999999998,0.0,0.0,0.006999999999999999,0.07200000000000001,0.871,0.011000000000000001,0.0,0.009000000000000001,0.0,L8,L0,L0
0.0,86.0,40.0,100.0,85.0,89.0,53.0,63.0,53.0,41.0,100.0,26.0,74.0,4.0,22.0,0.0,L3,L3,0.0,0.011000000000000001,0.001,0.004,0.002,0.0,0.0,0.0,0.01,0.971,L1,L3,L3
33.0,100.0,11.0,75.0,0.0,43.0,44.0,24.0,91.0,30.0,100.0,62.0,76.0,33.0,64.0,0.0,L4,L4,0.001,0.008,0.0,0.9590000000000001,0.013000000000000001,0.013999999999999999,0.001,0.001,0.0,0.002,L4,L4,L4
0.0,42.0,21.0,66.0,33.0,91.0,64.0,100.0,70.0,74.0,73.0,49.0,73.0,23.0,100.0,0.0,L1,L1,0.001,0.003,0.9620000000000001,0.017,0.0,0.0,0.009000000000000001,0.008,0.0,0.0,L1,L1,L1
44.0,100.0,24.0,68.0,0.0,34.0,37.0,33.0,84.0,38.0,100.0,57.0,86.0,39.0,80.0,0.0,L4,L4,0.001,0.013999999999999999,0.0,0.958,0.011000000000000001,0.011000000000000001,0.001,0.002,0.0,0.002,L4,L4,L4
42.0,81.0,7.0,65.0,0.0,20.0,45.0,0.0,89.0,32.0,100.0,76.0,55.0,100.0,7.0,73.0,L0,L0,0.012,0.0,0.0,0.011000000000000001,0.006,0.956,0.01,0.001,0.005,0.0,L0,L0,L0
21.0,80.0,29.0,47.0,85.0,44.0,62.0,0.0,20.0,19.0,0.0,67.0,37.0,100.0,100.0,98.0,L5,L5,0.054000000000000006,0.018000000000000002,0.002,0.001,0.001,0.016,0.8759999999999999,0.0,0.032,0.0,L8,L5,L5
0.0,39.0,62.0,67.0,86.0,100.0,6.0,87.0,38.0,54.0,100.0,26.0,72.0,0.0,1.0,17.0,L8,L3,0.0,0.0,0.43200000000000005,0.0,0.0,0.0,0.001,0.0,0.004,0.563,L1,L3,L5
12.0,98.0,63.0,100.0,68.0,56.0,53.0,11.0,38.0,0.0,0.0,37.0,38.0,44.0,100.0,42.0,L7,L2,0.031,0.355,0.001,0.001,0.011000000000000001,0.0,0.27,0.0,0.331,0.0,L8,L2,L2
50.0,85.0,3.0,100.0,4.0,78.0,63.0,68.0,100.0,61.0,80.0,19.0,32.0,0.0,0.0,7.0,L9,L4,0.0,0.001,0.009000000000000001,0.496,0.009000000000000001,0.003,0.0,0.021,0.001,0.45899999999999996,L3,L9,L9
85.0,100.0,43.0,76.0,11.0,48.0,0.0,17.0,44.0,0.0,100.0,10.0,59.0,20.0,1.0,10.0,L6,L6,0.002,0.026000000000000002,0.0,0.008,0.9440000000000001,0.002,0.001,0.0,0.01,0.006,L6,L6,L6
60.0,97.0,4.0,83.0,62.0,44.0,93.0,1.0,12.0,0.0,0.0,46.0,11.0,94.0,100.0,100.0,L5,L8,0.428,0.297,0.0,0.001,0.005,0.001,0.237,0.0,0.032,0.0,L8,L5,L5
7.0,91.0,34.0,60.0,77.0,100.0,0.0,69.0,8.0,39.0,32.0,0.0,100.0,43.0,8.0,39.0,L8,L3,0.0,0.016,0.07400000000000001,0.006,0.024,0.004,0.062,0.0,0.025,0.789,L8,L8,L8
0.0,78.0,36.0,100.0,68.0,72.0,70.0,35.0,56.0,0.0,27.0,21.0,39.0,50.0,100.0,57.0,L7,L7,0.022000000000000002,0.006999999999999999,0.055,0.003,0.0,0.005,0.34600000000000003,0.0,0.562,0.0,L8,L1,L1
40.0,100.0,3.0,69.0,0.0,25.0,44.0,0.0,91.0,26.0,100.0,69.0,60.0,100.0,8.0,84.0,L0,L0,0.006,0.0,0.0,0.005,0.006999999999999999,0.966,0.008,0.0,0.006,0.0,L0,L0,L0
100.0,89.0,71.0,100.0,48.0,79.0,84.0,96.0,85.0,70.0,62.0,39.0,33.0,11.0,0.0,0.0,L9,L9,0.005,0.005,0.004,0.008,0.002,0.0,0.0,0.973,0.001,0.001,L3,L5,L9
15.0,85.0,0.0,40.0,18.0,0.0,64.0,8.0,93.0,44.0,100.0,89.0,58.0,100.0,16.0,79.0,L0,L0,0.006,0.0,0.0,0.008,0.002,0.9640000000000001,0.013999999999999999,0.0,0.005,0.0,L0,L0,L0
98.0,76.0,59.0,100.0,16.0,76.0,74.0,42.0,77.0,0.0,0.0,9.0,31.0,48.0,100.0,76.0,L8,L8,0.831,0.0,0.011000000000000001,0.0,0.0,0.009000000000000001,0.004,0.065,0.079,0.0,L8,L8,L8
100.0,94.0,60.0,100.0,47.0,61.0,94.0,67.0,95.0,52.0,99.0,8.0,50.0,0.0,0.0,2.0,L9,L9,0.002,0.003,0.0,0.002,0.006,0.002,0.0,0.9490000000000001,0.013999999999999999,0.022000000000000002,L3,L9,L9
47.0,100.0,21.0,78.0,0.0,42.0,26.0,8.0,94.0,4.0,100.0,32.0,34.0,28.0,28.0,0.0,L6,L6,0.0,0.0,0.0,0.125,0.841,0.021,0.002,0.0,0.002,0.008,L5,L6,L6
0.0,95.0,41.0,100.0,66.0,67.0,59.0,22.0,47.0,0.0,20.0,37.0,55.0,48.0,100.0,51.0,L7,L5,0.040999999999999995,0.255,0.002,0.006999999999999999,0.002,0.001,0.44799999999999995,0.0,0.244,0.0,L8,L2,L2
62.0,100.0,88.0,96.0,60.0,74.0,82.0,56.0,100.0,31.0,84.0,5.0,41.0,0.0,0.0,11.0,L3,L3,0.001,0.003,0.001,0.006,0.021,0.002,0.0,0.07,0.16,0.736,L3,L3,L3
0.0,91.0,44.0,100.0,74.0,78.0,71.0,51.0,48.0,26.0,12.0,5.0,42.0,0.0,100.0,1.0,L2,L2,0.0,0.809,0.033,0.008,0.0,0.0,0.003,0.0,0.022000000000000002,0.124,L2,L1,L2
100.0,100.0,68.0,79.0,45.0,57.0,28.0,34.0,22.0,11.0,72.0,0.0,62.0,18.0,0.0,20.0,L6,L6,0.004,0.023,0.0,0.0,0.9540000000000001,0.0,0.001,0.0,0.018000000000000002,0.0,L6,L6,L6
53.0,100.0,24.0,78.0,0.0,56.0,36.0,41.0,100.0,55.0,91.0,44.0,59.0,23.0,37.0,0.0,L4,L4,0.0,0.004,0.002,0.948,0.013000000000000001,0.006,0.0,0.006999999999999999,0.0,0.021,L4,L4,L4
55.0,72.0,100.0,100.0,97.0,96.0,81.0,59.0,72.0,22.0,19.0,3.0,0.0,0.0,74.0,6.0,L1,L1,0.002,0.008,0.711,0.0,0.0,0.0,0.0,0.003,0.275,0.0,L1,L7,L7
0.0,91.0,38.0,100.0,81.0,91.0,67.0,62.0,100.0,40.0,98.0,16.0,51.0,5.0,0.0,0.0,L3,L3,0.0,0.001,0.004,0.008,0.001,0.001,0.0,0.0,0.011000000000000001,0.973,L3,L3,L3
0.0,67.0,39.0,83.0,80.0,100.0,100.0,93.0,96.0,70.0,93.0,46.0,91.0,23.0,89.0,0.0,L1,L1,0.003,0.025,0.8859999999999999,0.009000000000000001,0.0,0.001,0.004,0.068,0.001,0.003,L1,L1,L1
10.0,82.0,15.0,51.0,70.0,36.0,54.0,0.0,20.0,28.0,0.0,73.0,42.0,91.0,100.0,100.0,L5,L5,0.032,0.024,0.001,0.002,0.001,0.02,0.904,0.0,0.017,0.0,L5,L5,L5
35.0,77.0,44.0,100.0,100.0,99.0,71.0,69.0,80.0,39.0,90.0,7.0,33.0,0.0,0.0,24.0,L3,L3,0.0,0.003,0.001,0.002,0.002,0.0,0.0,0.0,0.048,0.9440000000000001,L3,L3,L3
0.0,62.0,20.0,8.0,58.0,0.0,91.0,32.0,100.0,92.0,65.0,100.0,30.0,70.0,11.0,17.0,L0,L1,0.0,0.001,0.8009999999999999,0.078,0.0,0.022000000000000002,0.061,0.0,0.001,0.036000000000000004,L8,L0,L0
16.0,83.0,60.0,100.0,100.0,80.0,71.0,53.0,72.0,45.0,96.0,22.0,49.0,0.0,0.0,3.0,L3,L3,0.0,0.008,0.001,0.003,0.002,0.0,0.0,0.0,0.028999999999999998,0.9570000000000001,L3,L3,L3
51.0,79.0,78.0,100.0,100.0,79.0,67.0,53.0,96.0,42.0,96.0,13.0,49.0,0.0,0.0,11.0,L3,L3,0.0,0.003,0.001,0.001,0.002,0.0,0.0,0.01,0.098,0.885,L3,L3,L3
66.0,88.0,16.0,70.0,0.0,23.0,45.0,0.0,97.0,28.0,100.0,74.0,49.0,100.0,18.0,66.0,L0,L0,0.07400000000000001,0.0,0.0,0.042,0.013999999999999999,0.85,0.012,0.002,0.006,0.0,L0,L0,L0
100.0,85.0,17.0,97.0,8.0,71.0,88.0,41.0,67.0,0.0,0.0,23.0,47.0,63.0,100.0,100.0,L8,L8,0.882,0.004,0.0,0.0,0.001,0.019,0.009000000000000001,0.065,0.02,0.0,L8,L8,L8
87.0,75.0,53.0,100.0,0.0,81.0,40.0,61.0,81.0,78.0,100.0,41.0,77.0,5.0,16.0,0.0,L9,L9,0.009000000000000001,0.006,0.008,0.02,0.001,0.001,0.0,0.9540000000000001,0.001,0.001,L9,L9,L9
43.0,62.0,33.0,100.0,79.0,92.0,74.0,47.0,39.0,14.0,0.0,0.0,49.0,10.0,100.0,8.0,L2,L2,0.003,0.6809999999999999,0.28800000000000003,0.0,0.0,0.0,0.003,0.002,0.022000000000000002,0.001,L2,L1,L1
66.0,100.0,73.0,96.0,34.0,72.0,0.0,48.0,39.0,31.0,100.0,46.0,75.0,26.0,64.0,0.0,L4,L2,0.003,0.479,0.0,0.028999999999999998,0.47,0.0,0.0,0.018000000000000002,0.0,0.0,L8,L6,L4
57.0,100.0,0.0,83.0,48.0,72.0,100.0,93.0,89.0,74.0,67.0,47.0,48.0,21.0,56.0,0.0,L9,L4,0.001,0.125,0.0,0.688,0.002,0.001,0.0,0.06,0.0,0.12300000000000001,L1,L4,L4
100.0,98.0,58.0,100.0,23.0,90.0,32.0,60.0,72.0,57.0,69.0,19.0,33.0,0.0,0.0,14.0,L5,L9,0.004,0.013999999999999999,0.005,0.018000000000000002,0.366,0.001,0.0,0.557,0.017,0.019,L3,L5,L5
14.0,76.0,49.0,100.0,90.0,84.0,73.0,52.0,68.0,39.0,100.0,17.0,54.0,0.0,0.0,8.0,L3,L3,0.0,0.005,0.001,0.003,0.002,0.0,0.0,0.0,0.027000000000000003,0.9620000000000001,L3,L3,L3
0.0,93.0,51.0,100.0,100.0,84.0,75.0,42.0,50.0,0.0,30.0,1.0,36.0,28.0,94.0,29.0,L7,L7,0.001,0.11800000000000001,0.008,0.0,0.0,0.0,0.01,0.0,0.8420000000000001,0.02,L8,L2,L2
48.0,68.0,59.0,95.0,100.0,100.0,78.0,62.0,43.0,31.0,0.0,9.0,40.0,11.0,88.0,0.0,L2,L2,0.002,0.56,0.41,0.0,0.0,0.0,0.001,0.004,0.022000000000000002,0.0,L1,L2,L2
23.0,76.0,39.0,100.0,50.0,67.0,29.0,35.0,0.0,11.0,29.0,8.0,65.0,7.0,100.0,0.0,L2,L2,0.002,0.961,0.001,0.001,0.011000000000000001,0.0,0.013000000000000001,0.0,0.01,0.001,L2,L2,L2
0.0,68.0,26.0,100.0,48.0,75.0,28.0,33.0,0.0,2.0,29.0,0.0,64.0,2.0,100.0,1.0,L2,L2,0.001,0.943,0.003,0.002,0.011000000000000001,0.0,0.017,0.0,0.02,0.005,L2,L2,L2
14.0,78.0,38.0,100.0,82.0,81.0,69.0,46.0,24.0,24.0,0.0,30.0,54.0,21.0,100.0,0.0,L2,L2,0.002,0.946,0.025,0.003,0.0,0.0,0.012,0.0,0.009000000000000001,0.003,L2,L2,L2
0.0,66.0,46.0,84.0,100.0,100.0,83.0,80.0,71.0,60.0,62.0,40.0,54.0,20.0,62.0,0.0,L1,L1,0.0,0.08900000000000001,0.857,0.006999999999999999,0.0,0.0,0.009000000000000001,0.0,0.003,0.034,L1,L1,L1
